Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.02.02,41,2,2,,Risk Sub-Category,Political ,Potential exploitation by totalitarian regimes,,,,,1 - Human,1 - Intentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.1 > Power centralization and unfair distribution of benefits
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.03.00,41,3,,,Risk Category,Mobility ,,"""Despite the promise of streamlined travel, AI also brings concerns about who is liable in case of accidents and which ethical principles autonomous transportation agents should follow when making decisions with a potentially dangerous impact to humans, for example, in case of an accident.""",,13,,2 - AI,2 - Unintentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.5 > Governance failure
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.03.01,41,3,1,,Risk Sub-Category,Mobility ,Cyber security,,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.03.02,41,3,2,,Risk Sub-Category,Mobility ,Liability issues in case of accidents,"""Despite the promise of streamlined travel, AI also brings concerns about who is liable in case of accidents and which ethical principles autonomous transportation agents should follow when making decisions with a potentially dangerous impact to humans, for example, in case of an accident.""",,13,,2 - AI,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.5 > Governance failure
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.04.00,41,4,,,Risk Category,Healthcare ,,"""the use of advanced AI for elderly- and child-care are subject to risk of psychological manipulation and misjudgment (see page 17). In addition, concerns about patients’ privacy when AI uses medical records to research new diseases is bringing lots of attention towards the need to better govern data privacy and patients’ rights.""",,13,,2 - AI,1 - Intentional,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.04.01,41,4,1,,Risk Sub-Category,Healthcare ,Alteration of social relationships may induce psychological distress,,,,,3 - Other,3 - Other,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.04.02,41,4,2,,Risk Sub-Category,Healthcare ,Social manipulation in elderly- and child-care,""" the use of advanced AI for elderly- and child-care are subject to risk of psychological manipulation and misjudgment """,,13,,2 - AI,1 - Intentional,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.05.00,41,5,,,Risk Category,Security & Defense ,,"""AI could enable more serious incidents to occur by lowering the cost of devising cyber-attacks and enabling more targeted incidents. The same programming error or hacker attack could be replicated on numerous machines. Or one machine could repeat the same erroneous activity several times, leading to an unforeseen accumulation of losses.""",,7,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.05.01,41,5,1,,Risk Sub-Category,Security & Defense ,Catastrophic risk due to autonomous weapons programmed with dangerous targets,"""AI could enable autonomous vehicles, such as drones, to be utilized as weapons. Such threats are often underestimated.""",,7,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.06.00,41,6,,,Risk Category,Environment ,,"""AI is already helping to combat the impact of climate change with smart technology and sensors reducing emissions. However, it is also a key component in the development of nanobots, which could have dangerous environmental impacts by invisibly modifying substances at nanoscale.""",,7,,2 - AI,2 - Unintentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.6 > Environmental harm
The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks,Allianz2018,41.06.01,41,6,1,,Risk Sub-Category,Environment ,Accelerated development of nanotechnology produces uncontrolled production of toxic nanoparticles,"""AI is a key component for the development of nanobots, which could have dangerous environmental implications by invisibly modifying substances at nanoscale. For example, nanobots could start chemical reactions that would create invisible nanoparticles that are toxic and potentially lethal.""",,7,,2 - AI,2 - Unintentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.6 > Environmental harm
An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance,Teixeira2022,42.00.00,42,,,,Paper,,,,,,,,,,,
An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance,Teixeira2022,42.01.00,42,1,,,Risk Category,Accountability,,"""The ability to determine whether a decision was made in accordance with procedural and substantive standards and to hold someone responsible if those standards are not met.""",,31,,3 - Other,3 - Other,3 - Other,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance,Teixeira2022,42.02.00,42,2,,,Risk Category,Manipulation,,"""The predictability of behaviour protocol in AI, particularly in some applications, can act an incentive to manipulate these systems.""",,31,,2 - AI,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance,Teixeira2022,42.03.00,42,3,,,Risk Category,Accuracy,,"""The assessment of how often a system performs the correct prediction.""",,31,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance,Teixeira2022,42.04.00,42,4,,,Risk Category,Moral,,"""Less moral responsibility humans will feel regarding their life-or-death decisions with the increase of machines autonomy.""",,31,,3 - Other,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance,Teixeira2022,42.05.00,42,5,,,Risk Category,Bias,,"""A systematic error, a tendency to learn consistently wrongly.""",,31,,2 - AI,2 - Unintentional,1 - Pre-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance,Teixeira2022,42.06.00,42,6,,,Risk Category,Opacity,,"""Stems from the mismatch between mathematical optimization in high-dimensionality characteristic of machine learning and the demands of human-scale reasoning and styles of semantic interpretation.""",,31,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
